user_id,transaction_date,region,product_category,sale_amount,status,city,age,subscription,email,username,price,store_id,event_time,age_group
USR_1009,2026-06-04,West,Electronics,71.88,Completed,Los Angeles,40,Premium,user_42@example.com,user_42,134.06,STORE_4,2026-06-03 01:53:25,Adult
USR_1009,2026-06-08,West,Beauty,290.18,Completed,Chicago,46,Basic,user_128@example.com,user_128,70.57,STORE_3,2026-06-14 07:19:54,Adult
USR_1009,2026-06-09,West,Beauty,481.82,Active,Chicago,24,Standard,user_196@example.com,user_196,110.26,STORE_5,2026-06-01 05:59:54,Young
USR_1009,2026-06-15,West,Home,498.74,Active,New York,35,Basic,user_150@example.com,user_150,240.17,STORE_4,2026-06-08 10:58:13,Adult
USR_1010,2026-06-04,East,Electronics,475.89,Completed,Los Angeles,48,Premium,user_83@example.com,user_83,76.56,STORE_3,2026-06-08 01:29:08,Adult
USR_1010,2026-06-05,West,Books,105.12,Active,Los Angeles,55,Premium,user_37@example.com,user_37,,STORE_4,2026-06-11 01:58:49,Senior
USR_1010,2026-06-08,West,Books,232.86,Active,Los Angeles,46,Standard,user_95@example.com,user_95,291.9,STORE_1,2026-06-15 12:28:55,Adult
USR_1010,2026-06-09,West,Beauty,483.96,Active,Houston,54,Standard,user_199@example.com,user_199,57.42,STORE_1,2026-06-15 02:19:10,Senior
USR_1010,2026-06-12,West,Clothing,150.24,Pending,San Francisco,20,Premium,user_179@example.com,user_179,10.88,STORE_4,2026-06-10 16:16:52,Young
USR_1010,2026-06-13,East,Books,275.87,Completed,Los Angeles,19,Standard,user_99@example.com,user_99,269.2,STORE_5,2026-06-02 05:34:25,Young
USR_1010,2026-06-14,East,Books,320.54,Completed,Los Angeles,19,Standard,user_152@example.com,user_152,10.76,STORE_1,2026-06-10 07:47:09,Young
USR_1011,2026-06-12,South,Books,368.86,Unknown,Houston,34,Standard,user_187@example.com,,112.64,STORE_1,2026-06-01 20:00:44,Adult
USR_1012,2026-06-04,North,Books,346.82,Pending,Los Angeles,38,Basic,user_67@example.com,user_67,276.47,STORE_4,2026-06-12 03:40:58,Adult
USR_1012,2026-06-08,North,Clothing,348.98,Completed,Los Angeles,60,Basic,user_25@example.com,user_25,252.5,STORE_2,2026-06-12 15:13:12,Senior
USR_1013,2026-06-04,West,Home,,Completed,Los Angeles,35,Standard,user_19@example.com,user_19,236.22,STORE_2,2026-06-13 23:17:18,Adult
USR_1013,2026-06-07,South,Books,145.36,Completed,Chicago,59,Basic,user_118@example.com,user_118,257.69,STORE_2,2026-06-04 09:56:09,Senior
USR_1013,2026-06-08,South,Clothing,240.55,Completed,Los Angeles,22,Basic,user_86@example.com,user_86,166.23,STORE_1,2026-06-13 09:46:01,Young
USR_1013,2026-06-14,South,Home,297.6,Active,Houston,47,Standard,user_122@example.com,user_122,246.93,STORE_2,2026-06-11 21:27:35,Adult
USR_1013,2026-06-15,North,Books,250.53,Pending,Los Angeles,38,Standard,user_43@example.com,user_43,75.4,STORE_1,2026-06-13 15:11:59,Adult
USR_1014,2026-06-01,South,Beauty,361.14,Pending,Los Angeles,49,Standard,user_112@example.com,user_112,40.62,STORE_4,2026-06-01 12:28:14,Adult
USR_1014,2026-06-02,West,Electronics,347.45,Pending,Los Angeles,56,Standard,user_76@example.com,user_76,157.15,STORE_3,2026-06-12 11:04:58,Senior
USR_1014,2026-06-03,South,Electronics,104.37,Unknown,Los Angeles,43,Standard,user_31@example.com,user_31,122.4,STORE_1,2026-06-04 01:06:26,Adult
USR_1014,2026-06-06,North,Electronics,308.35,Active,Los Angeles,35,Premium,user_106@example.com,user_106,120.92,STORE_3,2026-06-15 23:48:07,Adult
USR_1014,2026-06-09,West,Home,175.9,Active,New York,60,Basic,user_142@example.com,user_142,130.87,STORE_1,2026-06-12 03:47:48,Senior
USR_1014,2026-06-10,West,Beauty,483.08,Unknown,Los Angeles,48,Basic,user_6@example.com,user_6,186.74,STORE_5,2026-06-14 23:46:03,Adult
USR_1014,2026-06-12,North,Books,415.05,Completed,Los Angeles,48,Premium,user_72@example.com,user_72,275.18,STORE_4,2026-06-08 17:51:42,Adult
USR_1015,2026-06-01,West,Beauty,223.39,Active,Los Angeles,38,Basic,user_5@example.com,user_5,225.74,STORE_2,2026-06-09 19:58:30,Adult
USR_1015,2026-06-03,East,Beauty,355.56,Unknown,Chicago,50,Premium,,user_131,,STORE_5,2026-06-07 17:33:08,Senior
USR_1015,2026-06-08,West,Clothing,494.18,Active,Los Angeles,23,Premium,user_98@example.com,user_98,254.42,STORE_3,2026-06-03 20:55:22,Young
USR_1016,2026-06-03,South,Electronics,390.02,Unknown,New York,16,Basic,user_129@example.com,user_129,123.17,STORE_2,2026-06-12 04:51:29,Young
USR_1016,2026-06-04,North,Home,317.84,Active,San Francisco,32,Standard,user_184@example.com,user_184,,STORE_3,2026-06-02 20:54:41,Adult
USR_1016,2026-06-11,North,Clothing,307.1,Completed,Los Angeles,23,Premium,user_53@example.com,user_53,262.67,STORE_3,2026-06-13 09:36:43,Young
USR_1016,2026-06-14,East,Books,,Completed,New York,50,Basic,user_135@example.com,user_135,243.74,STORE_1,2026-06-12 06:03:17,Senior
USR_1017,2026-06-02,West,Electronics,382.4,Active,Los Angeles,60,Premium,user_102@example.com,user_102,121.33,STORE_1,2026-06-05 14:43:46,Senior
USR_1017,2026-06-05,West,Books,290.24,Active,Houston,25,Basic,,user_172,108.75,STORE_2,2026-06-01 00:34:35,Young
USR_1017,2026-06-07,East,Electronics,281.15,Active,Los Angeles,55,Basic,user_41@example.com,user_41,194.73,STORE_5,2026-06-03 13:56:53,Senior
USR_1017,2026-06-08,West,Beauty,247.26,Unknown,Los Angeles,54,Premium,user_34@example.com,user_34,193.96,STORE_4,2026-06-15 05:26:41,Senior
USR_1017,2026-06-09,South,Clothing,296.81,Pending,Los Angeles,31,Standard,user_88@example.com,user_88,12.05,STORE_4,2026-06-12 06:37:04,Adult
USR_1017,2026-06-14,North,Home,29.53,Pending,Los Angeles,22,Premium,user_79@example.com,user_79,233.19,STORE_4,2026-06-09 04:10:20,Young
USR_1017,2026-06-15,East,Books,416.07,Completed,Los Angeles,46,Basic,user_4@example.com,user_4,108.6,STORE_1,2026-06-07 22:13:26,Adult
USR_1018,2026-06-01,South,Home,376.99,Pending,Los Angeles,40,Basic,user_74@example.com,user_74,40.22,STORE_1,2026-06-11 19:55:50,Adult
USR_1018,2026-06-02,West,Books,46.78,Pending,Los Angeles,53,Basic,user_62@example.com,user_62,203.87,STORE_5,2026-06-12 18:00:16,Senior
USR_1018,2026-06-09,West,Beauty,34.03,Completed,San Francisco,48,Premium,user_177@example.com,user_177,,STORE_1,2026-06-03 03:58:06,Adult
USR_1019,2026-06-06,East,Clothing,270.12,Pending,Phoenix,47,Standard,user_191@example.com,user_191,292.88,STORE_4,2026-06-15 01:14:13,Adult
USR_1020,2026-06-07,East,Home,280.6,Unknown,Los Angeles,37,Premium,,user_108,73.92,STORE_4,2026-06-13 00:15:13,Adult
USR_1020,2026-06-11,East,Clothing,490.32,Pending,San Francisco,34,Basic,,user_114,141.69,STORE_3,2026-06-13 01:08:32,Adult
USR_1020,2026-06-13,North,Books,148.59,Active,Phoenix,38,Premium,user_121@example.com,user_121,,STORE_3,2026-06-10 23:58:11,Adult
USR_1021,2026-06-12,North,Clothing,144.5,Completed,New York,29,Standard,,user_175,291.26,STORE_3,2026-06-01 16:52:44,Young
USR_1021,2026-06-13,North,Clothing,225.83,Unknown,Los Angeles,58,Standard,user_45@example.com,user_45,185.63,STORE_5,2026-06-01 09:36:38,Senior
USR_1022,2026-06-07,South,Electronics,158.88,Active,Los Angeles,43,Standard,user_51@example.com,user_51,247.64,STORE_3,2026-06-08 20:16:45,Adult
USR_1022,2026-06-11,East,Clothing,29.71,Pending,Los Angeles,50,Premium,user_85@example.com,user_85,233.89,STORE_2,2026-06-01 17:29:43,Senior
USR_1023,2026-06-05,North,Clothing,339.42,Active,Los Angeles,39,Standard,user_84@example.com,user_84,291.7,STORE_3,2026-06-09 13:29:36,Adult
USR_1023,2026-06-09,North,Beauty,419.62,Pending,Los Angeles,46,Basic,user_82@example.com,user_82,236.43,STORE_3,2026-06-08 02:57:32,Adult
USR_1023,2026-06-10,East,Clothing,123.42,Active,Los Angeles,43,Standard,user_65@example.com,user_65,8.62,STORE_5,2026-06-05 05:25:43,Adult
USR_1023,2026-06-14,North,Books,240.05,Active,New York,40,Basic,user_141@example.com,user_141,151.36,STORE_5,2026-06-01 06:59:12,Adult
USR_1023,2026-06-15,North,Electronics,483.59,Pending,Chicago,25,Standard,user_197@example.com,user_197,245.26,STORE_5,2026-06-06 00:13:37,Young
USR_1024,2026-06-01,South,Clothing,251.96,Active,Los Angeles,30,Premium,,user_78,263.71,STORE_2,2026-06-09 16:12:36,Adult
USR_1024,2026-06-02,West,Books,474.32,Active,Los Angeles,39,Basic,user_59@example.com,user_59,21.35,STORE_4,2026-06-15 07:00:16,Adult
USR_1024,2026-06-04,North,Electronics,206.35,Active,Los Angeles,24,Basic,user_48@example.com,user_48,8.74,STORE_4,2026-06-15 04:54:32,Young
USR_1024,2026-06-14,North,Electronics,93.29,Pending,New York,50,Standard,user_159@example.com,user_159,87.88,STORE_5,2026-06-14 15:46:41,Senior
USR_1025,2026-06-04,East,Books,280.44,Unknown,Los Angeles,27,Standard,user_125@example.com,user_125,32.94,STORE_3,2026-06-06 22:26:26,Young
USR_1025,2026-06-11,East,Books,280.12,Completed,Houston,25,Premium,user_115@example.com,user_115,31.67,STORE_1,2026-06-05 07:52:58,Young
USR_1027,2026-06-07,West,Electronics,,Completed,Chicago,58,Standard,user_155@example.com,,171.87,STORE_5,2026-06-05 04:12:21,Senior
USR_1027,2026-06-08,East,Clothing,267.72,Pending,Houston,20,Standard,user_138@example.com,user_138,282.97,STORE_4,2026-06-13 18:46:42,Young
USR_1027,2026-06-11,North,Electronics,253.4,Active,New York,33,Standard,,user_178,,STORE_1,2026-06-09 04:15:12,Adult
USR_1027,2026-06-13,West,Electronics,99.1,Completed,Los Angeles,33,Standard,user_15@example.com,user_15,,STORE_1,2026-06-05 07:19:49,Adult
USR_1027,2026-06-14,West,Clothing,,Unknown,Los Angeles,19,Premium,,user_39,101.39,STORE_4,2026-06-09 23:46:54,Young
USR_1028,2026-06-03,North,Books,272.57,Unknown,Los Angeles,17,Basic,,user_32,215.23,STORE_1,2026-06-06 22:30:06,Young
USR_1029,2026-06-08,North,Home,307.46,Pending,Los Angeles,31,Standard,user_180@example.com,user_180,102.86,STORE_5,2026-06-06 08:50:25,Adult
USR_1029,2026-06-09,South,Beauty,102.44,Unknown,New York,30,Basic,user_127@example.com,user_127,23.19,STORE_4,2026-06-13 17:30:15,Adult
USR_1029,2026-06-15,West,Beauty,431.48,Unknown,Los Angeles,56,Basic,user_56@example.com,user_56,159.54,STORE_1,2026-06-14 13:32:20,Senior
USR_1031,2026-06-04,North,Clothing,273.9,Unknown,Houston,22,Standard,user_124@example.com,user_124,169.01,STORE_1,2026-06-11 12:50:33,Young
USR_1031,2026-06-11,West,Home,196.2,Active,Los Angeles,41,Standard,user_145@example.com,user_145,186.16,STORE_4,2026-06-04 17:20:49,Adult
USR_1032,2026-06-01,North,Books,427.65,Unknown,San Francisco,48,Basic,user_144@example.com,user_144,136.57,STORE_5,2026-06-12 06:25:58,Adult
USR_1032,2026-06-09,North,Clothing,154.6,Unknown,Los Angeles,54,Standard,user_188@example.com,user_188,,STORE_5,2026-06-03 02:31:54,Senior
USR_1032,2026-06-10,West,Clothing,249.4,Active,Los Angeles,33,Premium,user_21@example.com,user_21,76.12,STORE_3,2026-06-07 12:52:22,Adult
USR_1033,2026-06-01,West,Clothing,80.13,Pending,Phoenix,26,Standard,user_162@example.com,user_162,52.09,STORE_4,2026-06-12 17:31:11,Young
USR_1034,2026-06-04,North,Books,168.4,Unknown,Los Angeles,27,Standard,user_96@example.com,user_96,87.55,STORE_4,2026-06-15 12:24:05,Young
USR_1034,2026-06-06,East,Beauty,129.49,Pending,Los Angeles,53,Basic,,user_12,78.21,STORE_4,2026-06-12 21:41:51,Senior
USR_1034,2026-06-09,East,Books,354.4,Pending,Los Angeles,43,Premium,user_29@example.com,user_29,9.07,STORE_3,2026-06-04 07:03:42,Adult
USR_1034,2026-06-13,South,Beauty,107.62,Active,Phoenix,34,Premium,user_170@example.com,user_170,222.74,STORE_1,2026-06-11 21:59:39,Adult
USR_1035,2026-06-04,North,Beauty,86.96,Completed,Los Angeles,17,Basic,user_61@example.com,user_61,233.13,STORE_1,2026-06-05 10:19:37,Young
USR_1035,2026-06-07,West,Books,69.5,Unknown,Los Angeles,58,Standard,user_105@example.com,user_105,256.02,STORE_2,2026-06-06 04:17:12,Senior
USR_1035,2026-06-08,North,Electronics,412.17,Completed,Houston,38,Standard,user_133@example.com,user_133,,STORE_2,2026-06-06 20:05:59,Adult
USR_1035,2026-06-12,East,Clothing,55.6,Active,Los Angeles,53,Premium,user_24@example.com,user_24,98.36,STORE_3,2026-06-15 14:41:16,Senior
USR_1036,2026-06-09,North,Books,354.46,Pending,Los Angeles,38,Premium,user_66@example.com,user_66,,STORE_5,2026-06-09 22:49:19,Adult
USR_1036,2026-06-12,West,Books,213.32,Unknown,Houston,55,Premium,user_119@example.com,user_119,214.79,STORE_3,2026-06-11 16:14:26,Senior
USR_1037,2026-06-02,West,Books,438.35,Completed,Chicago,54,Standard,user_137@example.com,user_137,243.62,STORE_5,2026-06-01 02:12:51,Senior
USR_1037,2026-06-11,West,Books,100.72,Completed,Los Angeles,37,Basic,user_33@example.com,user_33,129.95,STORE_4,2026-06-11 04:00:35,Adult
USR_1037,2026-06-13,South,Electronics,364.0,Unknown,Los Angeles,19,Premium,user_139@example.com,user_139,,STORE_5,2026-06-09 06:30:13,Young
USR_1037,2026-06-14,West,Clothing,24.06,Active,Los Angeles,49,Premium,,user_14,282.68,STORE_3,2026-06-04 07:17:35,Adult
USR_1038,2026-06-02,North,Home,348.4,Pending,Los Angeles,34,Standard,user_22@example.com,user_22,25.95,STORE_4,2026-06-13 04:18:02,Adult
USR_1038,2026-06-07,North,Electronics,436.71,Pending,Houston,55,Standard,user_160@example.com,user_160,144.15,STORE_2,2026-06-12 15:29:10,Senior
USR_1038,2026-06-08,West,Home,153.75,Completed,New York,48,Premium,user_156@example.com,user_156,84.78,STORE_5,2026-06-04 12:36:53,Adult
USR_1038,2026-06-10,East,Home,151.23,Unknown,Los Angeles,33,Premium,user_93@example.com,user_93,65.53,STORE_1,2026-06-13 04:49:41,Adult
USR_1038,2026-06-11,West,Books,68.04,Unknown,Los Angeles,17,Basic,user_52@example.com,user_52,114.7,STORE_1,2026-06-03 00:47:21,Young
USR_1039,2026-06-01,West,Books,300.97,Pending,Los Angeles,58,Premium,user_64@example.com,user_64,,STORE_3,2026-06-01 21:07:29,Senior
USR_1040,2026-06-01,South,Electronics,416.93,Completed,Phoenix,56,Basic,user_192@example.com,user_192,133.88,STORE_1,2026-06-15 22:56:36,Senior
USR_1040,2026-06-02,West,Home,54.75,Completed,Los Angeles,26,Basic,user_81@example.com,user_81,113.83,STORE_5,2026-06-11 06:45:37,Young
USR_1040,2026-06-06,West,Beauty,,Pending,Los Angeles,24,Premium,user_63@example.com,user_63,223.53,STORE_1,2026-06-11 11:44:15,Young
USR_1040,2026-06-10,West,Beauty,408.65,Completed,Los Angeles,59,Standard,user_94@example.com,user_94,128.85,STORE_3,2026-06-12 20:26:23,Senior
USR_1040,2026-06-12,East,Beauty,274.31,Completed,Chicago,20,Basic,user_190@example.com,user_190,104.29,STORE_5,2026-06-10 03:57:33,Young
USR_1040,2026-06-13,North,Electronics,222.65,Unknown,New York,56,Standard,user_151@example.com,user_151,298.26,STORE_3,2026-06-06 10:26:02,Senior
USR_1041,2026-06-02,North,Electronics,270.15,Active,Los Angeles,25,Premium,user_27@example.com,user_27,143.95,STORE_1,2026-06-09 22:17:08,Young
USR_1041,2026-06-04,West,Clothing,233.12,Pending,Los Angeles,23,Standard,user_126@example.com,user_126,239.17,STORE_4,2026-06-03 09:24:11,Young
USR_1041,2026-06-12,East,Home,489.19,Completed,Chicago,60,Premium,user_174@example.com,user_174,251.83,STORE_5,2026-06-12 08:34:18,Senior
USR_1041,2026-06-15,West,Books,338.37,Active,Los Angeles,28,Basic,user_91@example.com,user_91,228.88,STORE_4,2026-06-15 02:59:30,Young
USR_1042,2026-06-02,East,Beauty,327.34,Active,Los Angeles,23,Standard,user_71@example.com,user_71,71.23,STORE_5,2026-06-07 22:35:58,Young
USR_1042,2026-06-04,West,Books,458.88,Active,Los Angeles,31,Basic,user_87@example.com,user_87,49.42,STORE_1,2026-06-07 08:52:00,Adult
USR_1043,2026-06-03,North,Beauty,452.68,Active,Houston,44,Premium,user_154@example.com,user_154,235.52,STORE_1,2026-06-10 18:46:26,Adult
USR_1043,2026-06-07,East,Home,87.61,Unknown,Los Angeles,57,Premium,user_107@example.com,user_107,101.24,STORE_1,2026-06-01 21:26:39,Senior
USR_1043,2026-06-13,West,Electronics,132.55,Unknown,Los Angeles,24,Standard,user_169@example.com,user_169,74.78,STORE_4,2026-06-08 11:03:39,Young
USR_1044,2026-06-03,West,Clothing,250.95,Unknown,Los Angeles,60,Premium,user_89@example.com,user_89,192.6,STORE_5,2026-06-01 13:22:44,Senior
USR_1044,2026-06-09,West,Books,97.93,Unknown,Los Angeles,18,Basic,user_38@example.com,user_38,292.42,STORE_4,2026-06-02 20:36:14,Young
USR_1044,2026-06-11,North,Books,224.68,Unknown,Los Angeles,20,Premium,user_104@example.com,user_104,43.56,STORE_2,2026-06-14 07:15:29,Young
USR_1044,2026-06-13,South,Clothing,375.51,Active,Los Angeles,59,Premium,user_28@example.com,user_28,26.53,STORE_3,2026-06-02 19:47:37,Senior
USR_1045,2026-06-10,West,Home,396.04,Pending,Los Angeles,43,Basic,user_68@example.com,user_68,288.3,STORE_1,2026-06-05 11:39:14,Adult
USR_1045,2026-06-14,East,Electronics,294.96,Unknown,Los Angeles,42,Standard,user_26@example.com,user_26,166.18,STORE_2,2026-06-14 17:17:59,Adult
USR_1046,2026-06-04,North,Beauty,342.1,Active,San Francisco,55,Standard,user_182@example.com,user_182,57.35,STORE_5,2026-06-10 07:44:14,Senior
USR_1046,2026-06-05,East,Clothing,179.33,Completed,New York,22,Premium,user_167@example.com,user_167,119.58,STORE_2,2026-06-11 07:04:45,Young
USR_1046,2026-06-08,West,Beauty,230.75,Active,Los Angeles,30,Premium,user_55@example.com,user_55,103.83,STORE_1,2026-06-14 20:57:25,Adult
USR_1046,2026-06-13,West,Electronics,208.05,Pending,Los Angeles,22,Premium,user_97@example.com,user_97,,STORE_1,2026-06-11 21:55:34,Young
USR_1047,2026-06-05,South,Beauty,199.18,Active,Los Angeles,51,Premium,user_132@example.com,user_132,275.64,STORE_1,2026-06-07 07:16:13,Senior
USR_1047,2026-06-08,East,Books,246.91,Completed,Los Angeles,20,Standard,user_8@example.com,user_8,46.3,STORE_5,2026-06-09 10:42:30,Young
USR_1047,2026-06-09,West,Clothing,480.79,Active,Los Angeles,59,Standard,user_3@example.com,user_3,185.04,STORE_5,2026-06-08 10:26:09,Senior
USR_1047,2026-06-15,West,Clothing,52.46,Active,Los Angeles,42,Standard,user_11@example.com,user_11,78.1,STORE_1,2026-06-06 21:49:55,Adult
USR_1048,2026-06-03,West,Books,148.67,Unknown,Los Angeles,32,Premium,user_36@example.com,user_36,,STORE_2,2026-06-04 09:20:18,Adult
USR_1048,2026-06-08,West,Clothing,246.77,Completed,Phoenix,25,Premium,user_171@example.com,user_171,179.51,STORE_4,2026-06-15 15:42:31,Young
USR_1048,2026-06-09,East,Clothing,291.29,Unknown,Los Angeles,47,Premium,,user_44,277.77,STORE_4,2026-06-12 09:56:02,Adult
USR_1048,2026-06-10,North,Books,226.0,Pending,New York,55,Premium,user_186@example.com,user_186,37.72,STORE_4,2026-06-07 12:35:30,Senior
USR_1048,2026-06-14,West,Books,437.47,Pending,Houston,51,Premium,user_147@example.com,user_147,265.42,STORE_4,2026-06-11 11:19:16,Senior
USR_1049,2026-06-07,West,Home,496.42,Pending,New York,35,Premium,user_173@example.com,user_173,46.92,STORE_2,2026-06-07 00:01:33,Adult
USR_1049,2026-06-08,West,Books,496.21,Active,Los Angeles,60,Basic,user_109@example.com,user_109,45.15,STORE_1,2026-06-02 03:38:02,Senior
USR_1049,2026-06-11,West,Clothing,91.3,Pending,Los Angeles,38,Basic,user_73@example.com,user_73,248.67,STORE_2,2026-06-14 06:48:15,Adult
USR_1050,2026-06-04,West,Electronics,227.4,Unknown,San Francisco,43,Basic,user_153@example.com,user_153,215.44,STORE_4,2026-06-01 08:35:59,Adult
